wallet_id,user_id,balance,currency,status,created_at,updated_at
W000142,U000142,28734.05,IDR,ACTIVE,2025-08-27 11:00:00,2026-01-10 11:00:00
W000143,U000143,177105.44,IDR,ACTIVE,2024-07-31 08:00:00,2025-10-07 08:00:00
W000144,U000144,58384.83,IDR,ACTIVE,2024-03-19 14:00:00,2024-04-27 14:00:00
W000145,U000145,77944.75,IDR,ACTIVE,2024-11-24 20:00:00,2026-03-12 20:00:00
W000146,U000146,34241.73,IDR,ACTIVE,2025-08-11 21:00:00,2026-04-05 21:00:00
W000147,U000147,36155.25,IDR,ACTIVE,2025-12-31 19:00:00,2026-08-23 00:00:00
W000148,U000148,13096.59,IDR,ACTIVE,2024-03-22 00:00:00,2024-06-16 00:00:00
W000149,U000149,71832.93,IDR,ACTIVE,2024-03-03 21:00:00,2025-02-03 21:00:00
W000150,U000150,21248.43,IDR,ACTIVE,2024-11-05 11:00:00,2025-09-28 11:00:00
W000151,U000151,51963.21,IDR,ACTIVE,2024-08-26 00:00:00,2025-10-30 00:00:00
W000152,U000152,144037.08,IDR,ACTIVE,2024-06-27 13:00:00,2025-02-09 13:00:00
W000153,U000153,10217.62,IDR,ACTIVE,2025-07-27 08:00:00,2026-04-29 08:00:00
W000154,U000154,1193989.25,IDR,ACTIVE,2024-06-17 07:00:00,2025-10-06 07:00:00
W000155,U000155,28192.08,IDR,ACTIVE,2026-06-13 21:00:00,2026-08-23 00:00:00
W000156,U000156,53444.97,IDR,ACTIVE,2024-11-04 15:00:00,2025-11-30 15:00:00
W000157,U000157,77847.18,IDR,ACTIVE,2024-06-07 08:00:00,2025-01-26 08:00:00
W000158,U000158,27332.62,IDR,ACTIVE,2024-03-06 10:00:00,2024-09-04 10:00:00
W000159,U000159,37393.23,IDR,ACTIVE,2025-06-15 23:00:00,2026-08-03 23:00:00
W000160,U000160,183723.68,IDR,ACTIVE,2025-07-16 05:00:00,2026-04-30 05:00:00
W000161,U000161,127648.04,IDR,ACTIVE,2025-11-09 22:00:00,2026-02-01 22:00:00
W000162,U000162,46507.79,IDR,ACTIVE,2026-04-17 18:00:00,2026-07-17 18:00:00
W000163,U000163,59764.75,IDR,ACTIVE,2025-11-07 00:00:00,2026-08-23 00:00:00
W000164,U000164,68870.42,IDR,ACTIVE,2025-01-16 16:00:00,2026-05-21 16:00:00
W000165,U000165,104548.73,IDR,ACTIVE,2025-01-15 17:00:00,2025-02-20 17:00:00
W000166,U000166,112669.76,IDR,ACTIVE,2026-08-07 20:00:00,2026-08-23 00:00:00
W000167,U000167,109540.72,IDR,ACTIVE,2024-02-14 16:00:00,2024-12-10 16:00:00
W000168,U000168,39734.32,IDR,ACTIVE,2024-11-27 11:00:00,2025-02-06 11:00:00
W000169,U000169,66682.61,IDR,ACTIVE,2026-07-15 14:00:00,2026-08-23 00:00:00
W000170,U000170,162464.96,IDR,ACTIVE,2024-05-13 17:00:00,2024-05-14 17:00:00
W000171,U000171,543871.88,IDR,ACTIVE,2025-01-08 05:00:00,2025-08-09 05:00:00
W000172,U000172,64838.16,IDR,ACTIVE,2025-11-29 13:00:00,2026-02-22 13:00:00
W000173,U000173,34878.42,IDR,ACTIVE,2025-04-03 01:00:00,2026-06-12 01:00:00
W000174,U000174,26863.29,IDR,ACTIVE,2025-04-21 01:00:00,2025-12-21 01:00:00
W000175,U000175,110444.65,IDR,ACTIVE,2026-04-06 07:00:00,2026-08-23 00:00:00
W000176,U000176,12588.82,IDR,ACTIVE,2025-05-28 08:00:00,2026-06-15 08:00:00
W000177,U000177,111629.88,IDR,ACTIVE,2025-01-27 02:00:00,2025-05-25 02:00:00
W000178,U000178,113725.35,IDR,ACTIVE,2025-05-07 09:00:00,2025-09-06 09:00:00
W000179,U000179,36075.35,IDR,ACTIVE,2026-01-22 07:00:00,2026-08-23 00:00:00
W000180,U000180,76105.27,IDR,ACTIVE,2024-10-30 05:00:00,2025-05-05 05:00:00
W000181,U000181,48015.12,IDR,ACTIVE,2024-10-05 23:00:00,2025-10-26 23:00:00
W000182,U000182,15792.99,IDR,ACTIVE,2024-07-15 15:00:00,2024-11-20 15:00:00
W000183,U000183,103220.69,IDR,ACTIVE,2026-05-11 12:00:00,2026-08-23 00:00:00
W000184,U000184,93848.17,IDR,ACTIVE,2024-06-08 07:00:00,2025-03-22 07:00:00
W000185,U000185,38846.08,IDR,ACTIVE,2025-03-17 16:00:00,2026-07-21 16:00:00
W000186,U000186,532709.02,IDR,ACTIVE,2025-06-14 09:00:00,2025-07-08 09:00:00
W000187,U000187,60257.45,IDR,ACTIVE,2024-06-28 07:00:00,2025-03-01 07:00:00
W000188,U000188,9430.85,IDR,ACTIVE,2026-02-04 12:00:00,2026-08-04 12:00:00
W000189,U000189,172146.52,IDR,ACTIVE,2024-08-24 06:00:00,2025-06-25 06:00:00
W000190,U000190,131701.29,IDR,FROZEN,2024-07-05 18:00:00,2024-11-18 18:00:00
W000191,U000191,149354.38,IDR,ACTIVE,2025-08-13 23:00:00,2026-05-27 23:00:00
W000192,U000192,22313.65,IDR,ACTIVE,2025-10-29 23:00:00,2026-07-24 23:00:00
W000193,U000193,74074.34,IDR,ACTIVE,2024-06-03 06:00:00,2024-09-26 06:00:00
W000194,U000194,59257.5,IDR,FROZEN,2024-08-31 16:00:00,2025-03-29 16:00:00
W000195,U000195,50318.4,IDR,ACTIVE,2024-04-28 08:00:00,2025-06-22 08:00:00
W000196,U000196,228340.25,IDR,ACTIVE,2025-11-30 09:00:00,2026-08-23 00:00:00
W000197,U000197,61083.4,IDR,ACTIVE,2024-12-26 20:00:00,2025-04-30 20:00:00
W000198,U000198,40141.79,IDR,ACTIVE,2024-12-28 18:00:00,2025-11-25 18:00:00
W000199,U000199,39761.7,IDR,ACTIVE,2024-11-03 16:00:00,2025-04-15 16:00:00
W000200,U000200,20824.56,IDR,ACTIVE,2024-12-15 10:00:00,2026-04-27 10:00:00
W000201,U000201,67167.3,IDR,ACTIVE,2024-08-08 08:00:00,2025-11-30 08:00:00
W000202,U000202,249528.56,IDR,ACTIVE,2025-04-24 16:00:00,2026-07-05 16:00:00
W000203,U000203,43340.05,IDR,ACTIVE,2024-07-13 21:00:00,2024-09-05 21:00:00
W000204,U000204,78339.9,IDR,ACTIVE,2024-05-05 18:00:00,2024-05-19 18:00:00
W000205,U000205,49553.58,IDR,ACTIVE,2025-05-16 03:00:00,2026-02-25 03:00:00
W000206,U000206,54921.61,IDR,ACTIVE,2024-05-21 06:00:00,2025-01-14 06:00:00
W000207,U000207,138203.72,IDR,ACTIVE,2024-03-04 05:00:00,2024-04-26 05:00:00
W000208,U000208,20584.17,IDR,ACTIVE,2025-11-17 19:00:00,2025-12-13 19:00:00
W000209,U000209,13675.25,IDR,ACTIVE,2026-06-29 08:00:00,2026-08-23 00:00:00
W000210,U000210,172439.38,IDR,ACTIVE,2026-01-01 15:00:00,2026-08-23 00:00:00
W000211,U000211,35166.74,IDR,ACTIVE,2025-05-15 07:00:00,2026-03-01 07:00:00
W000212,U000212,40596.28,IDR,ACTIVE,2025-05-27 22:00:00,2025-07-02 22:00:00
W000213,U000213,700725.84,IDR,ACTIVE,2026-05-05 03:00:00,2026-08-23 00:00:00
W000214,U000214,130809.49,IDR,ACTIVE,2025-05-04 22:00:00,2025-05-09 22:00:00
W000215,U000215,25228.13,IDR,ACTIVE,2025-09-19 06:00:00,2026-08-23 00:00:00
W000216,U000216,186394.48,IDR,ACTIVE,2025-12-19 11:00:00,2026-07-08 11:00:00
W000217,U000217,134144.98,IDR,ACTIVE,2026-03-18 21:00:00,2026-08-23 00:00:00
W000218,U000218,3155.36,IDR,ACTIVE,2024-03-23 22:00:00,2024-08-11 22:00:00
W000219,U000219,69679.21,IDR,ACTIVE,2024-07-24 12:00:00,2025-01-08 12:00:00
W000220,U000220,21509.37,IDR,ACTIVE,2026-01-24 15:00:00,2026-08-23 00:00:00
W000221,U000221,54809.93,IDR,ACTIVE,2025-01-06 15:00:00,2025-06-05 15:00:00
W000222,U000222,546172.27,IDR,ACTIVE,2026-05-06 19:00:00,2026-08-23 00:00:00
W000223,U000223,144696.99,IDR,ACTIVE,2024-05-25 12:00:00,2025-09-21 12:00:00
W000224,U000224,167289.2,IDR,ACTIVE,2024-08-27 14:00:00,2024-11-04 14:00:00
W000225,U000225,49650.94,IDR,ACTIVE,2025-02-28 12:00:00,2025-09-09 12:00:00
W000226,U000226,168157.7,IDR,ACTIVE,2026-05-08 01:00:00,2026-08-23 00:00:00
W000227,U000227,29098.18,IDR,ACTIVE,2026-07-21 15:00:00,2026-08-23 00:00:00
W000228,U000228,68792.91,IDR,ACTIVE,2025-03-05 04:00:00,2025-03-08 04:00:00
W000229,U000229,137516.46,IDR,FROZEN,2026-03-01 03:00:00,2026-08-23 00:00:00
W000230,U000230,132998.22,IDR,ACTIVE,2026-06-30 06:00:00,2026-08-23 00:00:00
W000231,U000231,14412.23,IDR,ACTIVE,2025-11-26 19:00:00,2026-03-13 19:00:00
W000232,U000232,404985.31,IDR,ACTIVE,2025-06-02 20:00:00,2025-08-19 20:00:00
W000233,U000233,24278.48,IDR,ACTIVE,2025-05-15 04:00:00,2026-06-23 04:00:00
W000234,U000234,889423.55,IDR,ACTIVE,2026-06-09 21:00:00,2026-08-23 00:00:00
W000235,U000235,142048.46,IDR,ACTIVE,2024-03-10 20:00:00,2024-08-01 20:00:00
W000236,U000236,129202.44,IDR,ACTIVE,2026-02-08 09:00:00,2026-05-29 09:00:00
W000237,U000237,26231.28,IDR,ACTIVE,2026-02-21 07:00:00,2026-08-23 00:00:00
W000238,U000238,36573.59,IDR,ACTIVE,2026-03-29 03:00:00,2026-08-23 00:00:00
W000239,U000239,364992.03,IDR,ACTIVE,2024-08-11 04:00:00,2025-03-01 04:00:00
W000240,U000240,309102.63,IDR,ACTIVE,2025-02-17 22:00:00,2025-08-04 22:00:00
W000241,U000241,51017.58,IDR,ACTIVE,2025-05-26 14:00:00,2025-12-03 14:00:00
W000242,U000242,46938.32,IDR,ACTIVE,2024-02-25 22:00:00,2025-06-09 22:00:00
W000243,U000243,48281.5,IDR,ACTIVE,2025-03-23 13:00:00,2026-01-04 13:00:00
W000244,U000244,187849.82,IDR,ACTIVE,2025-11-06 17:00:00,2026-08-23 00:00:00
W000245,U000245,167943.1,IDR,ACTIVE,2025-11-20 06:00:00,2026-08-23 00:00:00
W000246,U000246,88272.67,IDR,ACTIVE,2024-03-30 03:00:00,2024-11-03 03:00:00
W000247,U000247,69479.06,IDR,ACTIVE,2025-10-31 12:00:00,2026-06-28 12:00:00
W000248,U000248,50450.29,IDR,CLOSED,2025-10-04 02:00:00,2026-05-27 02:00:00
W000249,U000249,792996.16,IDR,ACTIVE,2024-09-29 04:00:00,2025-02-09 04:00:00
W000250,U000250,15831.77,IDR,ACTIVE,2025-01-11 17:00:00,2025-02-14 17:00:00
W000251,U000251,41092.36,IDR,ACTIVE,2025-12-17 10:00:00,2026-04-20 10:00:00
W000252,U000252,82130.76,IDR,ACTIVE,2025-02-01 12:00:00,2026-04-30 12:00:00
W000253,U000253,13263.54,IDR,ACTIVE,2025-03-23 05:00:00,2026-01-29 05:00:00
W000254,U000254,34313.09,IDR,ACTIVE,2025-06-22 07:00:00,2026-07-14 07:00:00
W000255,U000255,536836.87,IDR,ACTIVE,2025-12-12 07:00:00,2025-12-17 07:00:00
W000256,U000256,155702.74,IDR,ACTIVE,2025-08-20 19:00:00,2026-08-23 00:00:00
W000257,U000257,34054.25,IDR,ACTIVE,2025-01-04 07:00:00,2025-11-06 07:00:00
W000258,U000258,33100.29,IDR,ACTIVE,2025-09-07 04:00:00,2026-08-23 00:00:00
W000259,U000259,15936.23,IDR,ACTIVE,2024-03-19 12:00:00,2024-04-09 12:00:00
W000260,U000260,38719.5,IDR,ACTIVE,2024-12-25 20:00:00,2025-09-26 20:00:00
W000261,U000261,105730.07,IDR,ACTIVE,2025-01-25 06:00:00,2025-04-27 06:00:00
W000262,U000262,87809.21,IDR,ACTIVE,2024-03-04 17:00:00,2025-05-06 17:00:00
W000263,U000263,40699.75,IDR,ACTIVE,2025-07-21 07:00:00,2025-12-16 07:00:00
W000264,U000264,23962.49,IDR,ACTIVE,2025-04-05 00:00:00,2025-05-22 00:00:00
W000265,U000265,49797.05,IDR,ACTIVE,2024-07-24 08:00:00,2025-06-06 08:00:00
W000266,U000266,48735.36,IDR,ACTIVE,2025-04-05 15:00:00,2026-06-06 15:00:00
W000267,U000267,134545.48,IDR,FROZEN,2024-08-08 09:00:00,2025-03-29 09:00:00
W000268,U000268,75411.25,IDR,ACTIVE,2025-09-05 08:00:00,2026-08-23 00:00:00
W000269,U000269,65685.11,IDR,ACTIVE,2024-07-11 06:00:00,2025-06-20 06:00:00
W000270,U000270,207495.01,IDR,ACTIVE,2026-06-29 14:00:00,2026-08-23 00:00:00
W000271,U000271,305629.84,IDR,ACTIVE,2026-01-03 01:00:00,2026-05-24 01:00:00
W000272,U000272,86711.37,IDR,ACTIVE,2025-05-26 19:00:00,2025-06-15 19:00:00
W000273,U000273,88957.52,IDR,ACTIVE,2025-04-16 13:00:00,2025-12-06 13:00:00
W000274,U000274,53253.99,IDR,ACTIVE,2024-08-07 02:00:00,2025-06-11 02:00:00
W000275,U000275,25916.09,IDR,ACTIVE,2024-06-30 11:00:00,2025-08-25 11:00:00
W000276,U000276,146648.85,IDR,ACTIVE,2024-07-30 10:00:00,2025-05-20 10:00:00
W000277,U000277,117754.48,IDR,ACTIVE,2026-04-20 14:00:00,2026-08-17 14:00:00
W000278,U000278,57659.65,IDR,ACTIVE,2025-07-31 12:00:00,2025-09-17 12:00:00
W000279,U000279,75649.42,IDR,ACTIVE,2025-01-01 21:00:00,2025-04-13 21:00:00
